ID,616,,737,,968,,PK,2016-10-13 10:10:44,2016-10-30 20:15:47,126,246,255,,0,,0,2016-01-03 06:45:13,2016-01-29 10:14:05
CN,408,,301,,577,,US,2016-09-19 06:24:40,2016-09-16 09:33:02,441,387,264,,0,,0,2016-01-13 02:12:06,2016-01-06 03:34:22
CN,472,,389,,67,,CO,2016-02-04 08:26:14,2016-02-29 12:55:58,315,456,328,,0,,0,2016-01-03 07:30:57,2016-01-30 19:46:02
ID,206,,628,,116,,ID,2016-02-28 01:21:38,2016-02-21 18:43:52,126,306,344,,0,,0,2016-01-10 09:11:42,2016-01-27 13:40:51
FR,296,,998,,740,,PH,2016-01-08 06:30:10,2016-10-03 12:44:14,126,265,366,,0,,0,2016-01-28 04:58:43,2016-01-20 01:54:03
CZ,275,,818,,699,,NG,2016-05-09 14:01:13,2016-05-01 19:37:50,189,360,342,,0,,0,2016-01-02 08:50:08,2016-01-26 12:18:46
PT,65,,245,,540,,PT,2016-01-21 00:27:38,2016-10-22 03:21:42,441,385,258,,0,,0,2016-01-23 04:56:25,2016-01-21 16:56:39
CN,742,,1,,2,,JP,2016-10-22 09:51:47,2016-12-08 19:03:19,189,209,295,,0,,0,2016-01-16 11:34:44,2016-01-11 04:31:08
GT,716,,706,,516,,US,2016-12-28 16:40:44,2016-04-23 02:45:33,126,220,443,,0,,0,2016-01-26 12:48:05,2016-01-02 14:30:59
BR,980,,1,,2,,MK,2016-10-22 03:00:28,2016-03-03 15:55:28,315,365,316,,0,,0,2016-01-10 21:56:22,2016-01-12 09:32:59
JO,369,,959,,57,,RU,2016-06-30 00:15:35,2016-12-08 09:48:44,252,302,440,,0,,0,2016-01-02 07:00:53,2016-01-29 19:43:30
ID,673,,113,,571,,CN,2016-03-31 08:19:19,2016-01-08 08:26:31,126,476,494,,0,,0,2016-01-21 04:44:30,2016-01-02 09:53:29
RU,522,,1,,2,,GB,2016-10-22 04:05:55,2016-07-10 19:09:18,126,238,330,,0,,0,2016-01-26 02:01:23,2016-01-19 01:03:09
KR,980,,813,,514,,SE,2016-05-14 20:38:14,2016-06-10 05:20:44,315,332,415,,0,,0,2016-01-21 21:51:14,2016-01-08 11:28:48
JP,616,,189,,162,,CN,2016-02-04 05:46:05,2016-12-28 20:48:06,315,378,458,,0,,0,2016-01-24 06:29:56,2016-01-07 08:33:16
PH,528,,982,,295,,BR,2016-10-19 20:44:10,2016-10-24 14:39:31,252,377,447,,0,,0,2016-01-27 08:28:49,2016-01-18 16:29:43
BT,70,,164,,569,,CN,2016-12-26 00:15:56,2016-09-26 00:15:51,315,205,403,,0,,0,2016-01-12 04:09:59,2016-01-21 06:19:56
AL,420,,664,,817,,CZ,2016-12-06 17:52:34,2016-08-03 01:32:42,378,346,485,,0,,0,2016-01-28 07:36:28,2016-01-20 22:53:08
PL,829,,620,,537,,CN,2016-05-15 18:46:21,2016-10-26 12:59:20,315,424,389,,0,,0,2016-01-12 08:12:16,2016-01-16 17:03:00
RU,842,,1,,2,,CZ,2016-10-22 08:37:31,2016-09-05 02:46:57,315,343,384,,0,,0,2016-01-01 06:37:26,2016-01-27 13:44:21
CU,632,,364,,411,,MG,2016-09-17 15:24:44,2016-10-28 11:20:29,315,316,370,,0,,0,2016-01-15 04:55:28,2016-01-17 11:15:08
FR,654,,535,,112,,CN,2016-01-13 12:08:37,2016-05-25 01:31:19,189,270,426,,0,,0,2016-01-05 03:06:13,2016-01-11 15:52:23
BG,706,,1,,2,,PH,2016-10-22 21:50:06,2016-09-04 11:14:48,252,332,275,,0,,0,2016-01-26 06:29:01,2016-01-28 06:09:00
ID,795,,935,,973,,CN,2016-02-13 00:24:05,2016-08-05 17:34:13,252,369,422,,0,,0,2016-01-24 02:16:17,2016-01-22 20:08:53
JP,175,,893,,739,,IL,2016-08-08 19:34:11,2016-10-02 02:37:03,504,293,356,,0,,0,2016-01-25 07:48:03,2016-01-17 19:41:26
GR,69,,229,,82,,FR,2016-05-29 19:46:32,2016-11-26 23:13:15,63,246,402,,0,,0,2016-01-06 07:46:46,2016-01-12 20:50:13
CN,249,,203,,629,,CA,2016-10-27 20:31:03,2016-08-22 01:12:34,63,340,352,,0,,0,2016-01-11 05:29:16,2016-01-24 02:32:16
CN,137,,637,,303,,JP,2016-05-23 10:09:56,2016-06-02 00:28:09,441,345,286,,0,,0,2016-01-12 16:21:24,2016-01-11 11:24:22
SY,91,,935,,98,,VN,2016-02-08 08:58:44,2016-07-11 23:53:16,189,234,278,,0,,0,2016-01-05 03:33:42,2016-01-11 06:57:27
US,667,,338,,641,,ID,2016-04-04 05:27:27,2016-11-14 13:06:06,63,374,341,,0,,0,2016-01-28 08:46:54,2016-01-20 16:41:33
DO,699,,1,,2,,ER,2016-10-22 10:38:28,2016-08-15 21:28:14,63,463,308,,0,,0,2016-01-24 17:40:14,2016-01-20 12:55:30
ID,523,,456,,630,,ID,2016-06-03 05:31:50,2016-06-19 20:48:26,315,391,497,,0,,0,2016-01-04 23:37:02,2016-01-12 11:09:16
ES,139,,1,,2,,CF,2016-10-22 04:44:28,2016-09-05 03:36:58,315,402,430,,0,,0,2016-01-13 15:10:44,2016-01-15 07:34:46
UZ,938,,383,,846,,ID,2016-06-20 22:02:37,2016-10-23 01:19:41,567,292,438,,0,,0,2016-01-19 16:36:52,2016-01-04 10:30:47
CN,179,,634,,448,,CN,2016-01-22 20:36:36,2016-07-27 13:20:31,567,470,298,,0,,0,2016-01-04 00:20:20,2016-01-19 16:33:03
CL,641,,602,,434,,ID,2016-06-03 18:12:58,2016-09-20 23:00:04,504,270,408,,0,,0,2016-01-29 04:27:15,2016-01-14 09:29:35
CN,869,,824,,784,,RU,2016-01-04 19:17:29,2016-08-05 00:45:51,504,464,471,,0,,0,2016-01-30 04:40:52,2016-01-22 06:54:31
ID,311,,22,,67,,KE,2016-04-20 00:04:31,2016-01-08 05:14:50,378,456,312,,0,,0,2016-01-08 04:54:51,2016-01-07 09:47:43
CN,523,,372,,247,,CN,2016-03-20 13:04:54,2016-09-02 14:46:15,378,356,250,,0,,0,2016-01-21 20:18:47,2016-01-20 11:25:06
US,83,,155,,334,,PL,2016-12-29 18:33:08,2016-06-23 07:17:02,63,480,443,,0,,0,2016-01-14 02:33:26,2016-01-18 15:41:56
CA,24,,3,,681,,UA,2016-03-27 11:09:28,2016-05-29 13:00:24,315,367,420,,0,,0,2016-01-12 06:37:52,2016-01-17 05:00:05
PY,252,,208,,177,,CN,2016-11-03 05:16:50,2016-11-12 21:11:17,252,317,256,,0,,0,2016-01-15 02:38:52,2016-01-11 10:34:42
PT,167,,1000,,88,,CN,2016-04-09 18:51:27,2016-01-10 10:08:40,315,228,205,,0,,0,2016-01-24 09:37:44,2016-01-03 19:29:48
CN,896,,901,,314,,RU,2016-08-27 07:08:18,2016-07-19 22:53:31,315,361,228,,0,,0,2016-01-14 09:57:00,2016-01-16 02:25:49
ID,921,,712,,291,,HN,2016-11-13 17:27:25,2016-06-15 00:54:17,126,316,449,,0,,0,2016-01-17 18:15:45,2016-01-02 03:38:39
PL,452,,178,,387,,MX,2016-07-30 04:16:05,2016-08-30 04:09:00,441,403,432,,0,,0,2016-01-16 13:21:13,2016-01-11 01:21:16
UA,755,,292,,927,,RU,2016-11-01 10:52:27,2016-02-12 05:49:20,63,385,289,,0,,0,2016-01-28 05:18:01,2016-01-28 14:19:01
CN,89,,219,,441,,ID,2016-11-11 04:02:27,2016-11-16 14:49:06,567,465,452,,0,,0,2016-01-21 08:12:13,2016-01-03 20:54:24
BR,733,,16,,783,,CN,2016-04-26 13:06:28,2016-07-03 15:50:19,378,443,384,,0,,0,2016-01-16 21:55:07,2016-01-02 08:25:52
CN,598,,551,,427,,PL,2016-08-17 19:40:36,2016-02-19 08:00:32,63,229,499,,0,,0,2016-01-18 19:20:01,2016-01-25 08:13:17
RU,202,,16,,531,,VN,2016-05-01 17:20:56,2016-05-12 01:38:09,567,467,249,,0,,0,2016-01-28 16:03:42,2016-01-14 10:43:12
ID,646,,846,,8,,JP,2016-12-28 16:46:27,2016-12-25 17:35:33,567,396,315,,0,,0,2016-01-22 05:20:34,2016-01-06 01:51:33
PH,29,,521,,736,,SE,2016-09-20 08:34:42,2016-07-01 03:42:08,441,413,428,,0,,0,2016-01-06 12:08:24,2016-01-20 18:04:30
CN,920,,450,,659,,RU,2016-09-08 05:13:37,2016-04-19 10:46:58,252,296,344,,0,,0,2016-01-19 22:30:20,2016-01-16 22:20:30
CZ,279,,130,,344,,FR,2016-05-27 14:57:18,2016-04-21 04:10:56,315,476,262,,0,,0,2016-01-22 22:20:41,2016-01-11 19:04:03
GR,774,,63,,95,,PH,2016-01-10 19:19:16,2016-12-10 05:48:21,315,329,425,,0,,0,2016-01-13 08:17:39,2016-01-03 00:59:25
BD,783,,152,,502,,CN,2016-10-24 17:39:48,2016-01-10 09:19:14,441,299,351,,0,,0,2016-01-19 13:25:36,2016-01-14 02:19:31
CY,787,,340,,189,,PT,2016-09-17 19:42:01,2016-03-19 21:05:13,189,499,408,,0,,0,2016-01-19 18:36:49,2016-01-19 07:33:16
ZM,813,,889,,388,,NG,2016-10-29 04:59:25,2016-07-12 12:09:31,189,454,245,,0,,0,2016-01-17 17:08:29,2016-01-23 00:15:04
MX,403,,406,,450,,RS,2016-09-18 13:21:53,2016-11-24 03:32:48,126,417,387,,0,,0,2016-01-15 20:38:28,2016-01-09 11:19:40
CN,935,,251,,618,,AR,2016-08-11 05:57:51,2016-02-21 14:24:38,189,491,240,,0,,0,2016-01-07 05:32:14,2016-01-14 17:29:29
ZA,200,,200,,853,,CN,2016-07-14 09:50:21,2016-12-16 06:23:30,441,289,249,,0,,0,2016-01-24 03:48:31,2016-01-03 19:11:48
PA,759,,888,,442,,US,2016-04-19 03:52:15,2016-10-02 16:33:07,504,448,343,,0,,0,2016-01-25 03:15:46,2016-01-09 19:13:38
PL,880,,381,,40,,ID,2016-08-08 01:25:37,2016-11-15 06:05:05,315,362,429,,0,,0,2016-01-22 15:33:18,2016-01-08 16:00:34
RU,767,,738,,549,,CN,2016-11-30 08:44:35,2016-01-10 21:56:13,189,306,253,,0,,0,2016-01-06 16:31:40,2016-01-08 01:55:41
CO,805,,123,,223,,MA,2016-09-06 16:55:15,2016-11-23 02:13:22,126,461,358,,0,,0,2016-01-12 11:58:12,2016-01-18 01:21:38
TH,780,,586,,958,,AF,2016-12-19 22:27:07,2016-08-06 15:38:26,315,374,484,,0,,0,2016-01-23 02:08:56,2016-01-11 05:02:00
ID,923,,37,,320,,ZM,2016-06-20 02:01:45,2016-08-09 13:38:46,189,221,321,,0,,0,2016-01-30 06:20:47,2016-01-12 19:06:49
ET,687,,471,,643,,CN,2016-04-09 10:48:17,2016-02-20 02:07:07,441,461,334,,0,,0,2016-01-25 09:50:19,2016-01-19 15:54:48
CZ,777,,713,,789,,CN,2016-06-21 11:47:27,2016-01-02 05:56:38,315,341,432,,0,,0,2016-01-23 02:53:57,2016-01-26 18:39:28
MX,364,,762,,92,,SE,2016-06-13 17:23:24,2016-05-26 08:16:12,315,206,391,,0,,0,2016-01-16 16:46:23,2016-01-24 19:33:11
HR,968,,76,,554,,GE,2016-03-16 18:22:47,2016-02-08 17:18:32,504,432,497,,0,,0,2016-01-28 19:34:22,2016-01-21 05:29:29
CU,791,,468,,33,,CA,2016-10-19 13:00:47,2016-04-05 16:31:29,504,330,423,,0,,0,2016-01-30 19:54:47,2016-01-25 22:34:01
AU,769,,598,,15,,RU,2016-11-02 07:54:33,2016-07-31 06:57:57,378,371,227,,0,,0,2016-01-16 15:35:23,2016-01-12 14:54:34
RU,512,,489,,127,,TH,2016-05-22 09:34:52,2016-10-06 11:54:10,378,232,206,,0,,0,2016-01-25 13:35:28,2016-01-19 18:04:08
PH,303,,942,,14,,PE,2016-09-21 02:14:51,2016-04-02 08:05:47,567,364,299,,0,,0,2016-01-21 21:26:55,2016-01-24 01:53:16
TH,384,,645,,448,,PW,2016-12-04 21:50:33,2016-11-30 21:36:00,315,474,215,,0,,0,2016-01-21 13:03:03,2016-01-05 12:35:43
PK,502,,712,,414,,BT,2016-10-20 23:21:08,2016-06-17 15:21:27,567,333,495,,0,,0,2016-01-28 19:58:19,2016-01-06 12:57:20
CN,215,,269,,641,,ID,2016-10-19 19:21:07,2016-11-01 03:40:12,315,214,202,,0,,0,2016-01-08 14:51:31,2016-01-21 21:20:57
CG,158,,260,,232,,CZ,2016-09-11 20:21:55,2016-11-18 02:19:21,189,341,223,,0,,0,2016-01-27 12:29:18,2016-01-12 07:48:29
CN,404,,814,,712,,CN,2016-09-16 14:04:44,2016-04-13 23:31:26,567,262,214,,0,,0,2016-01-06 05:14:15,2016-01-21 20:37:12
FR,286,,393,,159,,KP,2016-10-19 01:32:47,2016-01-15 06:05:41,441,452,272,,0,,0,2016-01-27 12:00:39,2016-01-08 17:21:42
UG,802,,152,,754,,BR,2016-08-08 09:41:38,2016-12-21 06:38:39,378,385,424,,0,,0,2016-01-12 18:30:19,2016-01-17 12:36:04
CL,854,,642,,212,,CN,2016-06-04 22:13:58,2016-10-23 06:45:39,441,253,407,,0,,0,2016-01-29 21:38:44,2016-01-27 07:44:47
ID,354,,292,,323,,IR,2016-06-12 12:14:04,2016-11-30 15:34:14,189,218,385,,0,,0,2016-01-21 18:21:57,2016-01-18 06:11:16
PL,829,,610,,423,,MA,2016-02-06 21:46:24,2016-08-15 15:10:03,315,366,270,,0,,0,2016-01-03 03:24:19,2016-01-14 15:34:55
CN,81,,946,,581,,ID,2016-08-16 17:24:24,2016-03-30 10:38:15,252,384,259,,0,,0,2016-01-26 13:58:00,2016-01-03 21:49:10
CA,926,,136,,53,,BR,2016-05-29 00:41:57,2016-08-01 01:14:59,63,462,407,,0,,0,2016-01-18 03:24:29,2016-01-16 00:37:11
CN,314,,476,,389,,SE,2016-04-12 01:24:27,2016-03-11 16:46:41,189,326,478,,0,,0,2016-01-10 09:40:49,2016-01-27 15:04:57
UA,346,,397,,296,,PH,2016-11-30 20:33:55,2016-09-21 07:33:20,504,495,239,,0,,0,2016-01-09 03:49:38,2016-01-04 12:19:18
ML,92,,803,,339,,PK,2016-05-17 19:06:59,2016-08-30 06:17:36,189,214,363,,0,,0,2016-01-10 13:12:42,2016-01-24 07:51:02
CN,338,,274,,783,,CA,2016-01-13 12:16:12,2016-06-01 08:20:23,441,211,386,,0,,0,2016-01-28 19:06:48,2016-01-26 21:22:38
PS,798,,569,,97,,ID,2016-02-05 17:50:46,2016-09-22 18:37:52,504,297,450,,0,,0,2016-01-25 21:52:39,2016-01-05 10:51:05
PH,606,,126,,450,,YE,2016-08-03 00:19:05,2016-05-08 04:20:13,441,277,340,,0,,0,2016-01-22 01:43:12,2016-01-07 13:09:19
MN,922,,479,,595,,CO,2016-06-18 09:23:47,2016-09-05 22:52:16,378,239,345,,0,,0,2016-01-29 22:08:55,2016-01-09 05:28:01
JP,129,,539,,205,,PH,2016-08-09 17:11:01,2016-07-24 10:09:56,252,279,273,,0,,0,2016-01-06 05:01:54,2016-01-17 11:16:45
FR,940,,680,,308,,AL,2016-04-03 19:10:34,2016-11-05 19:51:00,567,358,278,,0,,0,2016-01-30 17:59:19,2016-01-26 03:24:58
AF,829,,374,,9,,PT,2016-02-05 17:28:24,2016-10-21 03:03:12,567,374,236,,0,,0,2016-01-09 19:59:50,2016-01-11 16:25:45
GT,699,,6,,66,,JP,2016-09-26 08:53:30,2016-07-08 20:38:47,315,462,372,,0,,0,2016-01-20 00:19:51,2016-01-25 07:12:34
IT,316,,649,,543,,ID,2016-12-08 12:09:45,2016-09-06 18:03:58,441,348,396,,0,,0,2016-01-03 11:21:14,2016-01-06 21:24:09
CZ,562,,392,,184,,CN,2016-04-18 08:58:47,2016-08-25 23:47:07,315,232,248,,0,,0,2016-01-08 03:19:43,2016-01-26 11:00:53
ID,350,,996,,869,,ID,2016-06-04 10:33:43,2016-09-14 18:37:17,252,222,328,,0,,0,2016-01-24 20:01:24,2016-01-29 09:28:00
RU,520,,187,,61,,CN,2016-09-03 00:37:10,2016-07-09 12:33:46,315,411,215,,0,,0,2016-01-17 01:23:22,2016-01-26 05:00:10
MK,474,,632,,105,,CN,2016-03-17 15:35:34,2016-09-07 11:02:00,189,226,264,,0,,0,2016-01-29 11:06:22,2016-01-10 06:48:43
CZ,33,,762,,448,,BG,2016-07-15 05:21:05,2016-03-12 05:52:14,189,401,212,,0,,0,2016-01-22 10:45:00,2016-01-15 12:03:07
JP,704,,974,,612,,SI,2016-05-12 07:31:07,2016-05-16 03:51:17,189,461,368,,0,,0,2016-01-29 07:17:16,2016-01-29 05:51:56
CN,377,,476,,458,,SE,2016-03-17 06:08:12,2016-03-05 17:24:50,567,419,218,,0,,0,2016-01-22 03:17:53,2016-01-02 14:06:44
CZ,78,,613,,568,,KZ,2016-10-27 13:26:53,2016-03-25 07:29:22,504,419,401,,0,,0,2016-01-03 17:04:57,2016-01-16 02:44:17
CN,611,,532,,32,,PE,2016-07-07 12:02:33,2016-03-12 18:48:01,567,257,226,,0,,0,2016-01-06 01:28:51,2016-01-18 22:14:02
AM,512,,375,,96,,BO,2016-11-16 05:43:03,2016-05-19 23:14:24,567,296,344,,0,,0,2016-01-27 12:14:38,2016-01-27 19:05:09
PH,467,,387,,912,,MX,2016-11-25 11:18:40,2016-11-29 09:04:55,315,426,448,,0,,0,2016-01-01 14:04:48,2016-01-13 10:24:41
SE,945,,627,,459,,PT,2016-09-12 15:08:29,2016-02-01 13:31:15,441,276,329,,0,,0,2016-01-03 23:08:48,2016-01-04 03:47:50
RU,744,,155,,195,,IT,2016-07-23 22:01:04,2016-10-08 08:16:01,441,335,259,,0,,0,2016-01-03 13:27:19,2016-01-18 00:59:16
CN,59,,984,,488,,PL,2016-01-29 10:14:33,2016-07-06 09:13:04,126,488,323,,0,,0,2016-01-05 06:39:25,2016-01-06 12:56:21
JP,201,,502,,524,,JP,2016-07-02 12:43:20,2016-12-10 01:50:00,504,481,216,,0,,0,2016-01-01 12:06:11,2016-01-04 14:46:17
MX,152,,122,,897,,ID,2016-05-07 03:11:55,2016-08-03 22:48:04,504,298,289,,0,,0,2016-01-28 12:43:15,2016-01-17 13:13:56
ID,313,,852,,274,,GE,2016-02-10 00:51:26,2016-04-26 23:27:54,378,229,212,,0,,0,2016-01-06 16:09:33,2016-01-22 08:40:19
US,216,,484,,194,,VN,2016-09-11 12:16:59,2016-10-20 07:10:14,252,273,245,,0,,0,2016-01-28 01:20:47,2016-01-08 21:41:53
TN,826,,416,,511,,ID,2016-06-25 07:29:54,2016-11-25 01:41:52,189,337,304,,0,,0,2016-01-05 00:26:01,2016-01-22 09:10:55
CZ,205,,836,,412,,FR,2016-02-24 01:38:09,2016-10-18 04:24:44,63,300,386,,0,,0,2016-01-05 17:49:01,2016-01-03 06:11:17
AR,721,,500,,684,,CN,2016-10-01 09:16:43,2016-08-28 05:34:07,315,332,217,,0,,0,2016-01-04 01:08:12,2016-01-04 13:09:10
AR,953,,852,,304,,BR,2016-10-22 07:03:18,2016-06-27 10:02:27,315,368,307,,0,,0,2016-01-15 12:27:20,2016-01-14 19:22:39
RU,437,,714,,816,,CZ,2016-02-17 01:54:05,2016-01-01 08:55:45,315,237,309,,0,,0,2016-01-23 16:11:25,2016-01-06 13:07:31
ID,156,,485,,142,,BO,2016-04-03 04:57:14,2016-03-25 09:21:43,441,231,423,,0,,0,2016-01-06 02:41:37,2016-01-05 08:15:48
CN,250,,306,,84,,LC,2016-02-15 07:44:42,2016-08-11 09:42:27,378,446,439,,0,,0,2016-01-13 12:23:32,2016-01-17 04:20:39
CN,748,,863,,847,,DE,2016-09-20 19:39:31,2016-06-26 11:05:09,63,410,380,,0,,0,2016-01-10 15:28:13,2016-01-24 16:09:57
PL,114,,393,,417,,PH,2016-08-29 10:07:13,2016-10-31 19:24:01,189,368,401,,0,,0,2016-01-06 11:23:42,2016-01-17 09:19:23
PG,764,,652,,578,,CN,2016-07-13 02:44:27,2016-07-20 11:21:27,504,201,278,,0,,0,2016-01-27 01:37:33,2016-01-11 14:20:08
PT,207,,531,,920,,ZM,2016-12-03 14:23:22,2016-02-18 08:23:48,567,407,474,,0,,0,2016-01-02 01:53:02,2016-01-15 18:28:48
JP,16,,401,,71,,DE,2016-03-03 18:37:35,2016-05-29 15:45:06,126,438,269,,0,,0,2016-01-05 02:26:56,2016-01-13 16:59:23
UY,604,,363,,323,,NL,2016-01-11 20:13:01,2016-12-03 11:08:37,126,472,282,,0,,0,2016-01-29 13:27:14,2016-01-25 18:33:13
CN,199,,299,,707,,PH,2016-07-11 18:21:45,2016-06-12 05:00:38,126,435,437,,0,,0,2016-01-22 16:09:38,2016-01-07 14:43:58
GR,882,,602,,295,,TH,2016-08-02 13:51:40,2016-09-28 09:32:37,441,478,213,,0,,0,2016-01-07 16:38:10,2016-01-11 00:09:40
ID,788,,288,,558,,EG,2016-07-13 06:16:20,2016-10-17 07:55:09,504,370,292,,0,,0,2016-01-28 20:48:06,2016-01-11 23:12:51
CZ,501,,167,,46,,RU,2016-02-06 04:36:18,2016-09-20 16:47:49,252,435,219,,0,,0,2016-01-08 13:56:17,2016-01-07 08:47:31
MM,705,,339,,848,,ZM,2016-01-28 10:15:42,2016-09-04 21:13:44,126,403,454,,0,,0,2016-01-23 08:43:56,2016-01-27 11:02:10
PK,249,,608,,588,,PH,2016-12-27 11:45:26,2016-01-12 03:32:01,441,357,435,,0,,0,2016-01-14 06:21:28,2016-01-04 13:25:37
AR,780,,201,,451,,CA,2016-06-01 21:59:08,2016-08-20 14:23:52,189,411,452,,0,,0,2016-01-18 19:38:39,2016-01-02 09:16:59
UA,470,,436,,65,,PS,2016-01-02 02:42:58,2016-06-07 00:42:42,63,208,403,,0,,0,2016-01-29 12:48:18,2016-01-26 21:59:14
CN,756,,356,,39,,PE,2016-07-26 01:11:29,2016-12-26 16:58:59,567,380,428,,0,,0,2016-01-12 14:19:38,2016-01-05 08:57:56
UG,244,,172,,928,,MA,2016-12-18 15:04:21,2016-07-13 16:46:45,315,394,380,,0,,0,2016-01-02 13:56:27,2016-01-29 01:34:14
CR,832,,770,,612,,PL,2016-02-22 16:12:09,2016-05-11 22:49:29,126,214,261,,0,,0,2016-01-20 11:34:14,2016-01-11 21:26:10
CN,696,,484,,518,,BG,2016-09-15 17:57:45,2016-04-10 21:01:08,315,325,382,,0,,0,2016-01-12 19:04:52,2016-01-01 23:17:57
CZ,10,,353,,368,,MM,2016-03-05 10:39:25,2016-04-23 22:58:59,441,419,351,,0,,0,2016-01-25 23:36:34,2016-01-01 18:26:31
BY,18,,264,,248,,VE,2016-01-20 06:26:15,2016-06-15 16:51:08,63,391,356,,0,,0,2016-01-20 06:05:07,2016-01-10 07:09:34
RU,466,,892,,937,,ID,2016-03-01 00:23:45,2016-10-11 09:21:00,189,383,271,,0,,0,2016-01-23 23:22:39,2016-01-11 14:00:47
